Zeitraum;Typ;Artikelnummer;Artikelname;Bauteilnummer;Bauteilname;Bauteilabhaengigkeiten Nummer;Bauteilabhaengigkeiten Name;Prozentualer Anteil [%]
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04110;"Geräteschalter MINI; ohne Drehzahlregelung";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";82
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04110;"Geräteschalter MINI; ohne Drehzahlregelung";K02669;"Axialrillenkugellager; 51203";65
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04110;"Geräteschalter MINI; ohne Drehzahlregelung";K04361;"Rillenkugellager; 6003 2RS C3 FT150";66
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04110;"Geräteschalter MINI; ohne Drehzahlregelung";82
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K05538;"Schneidkopf 18-9; MM";84
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K05539;"Einzugshülse V; MM";86
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04945;"Lüftereinheit Antrieb; vormontiert";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03894;"Axiallüfter; 40 x 40 x 25                MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K06058;"Lüfterabdeckung mit Filter ;  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04135;"Kabel vorkonfektioniert; 230V 3x1,5mm² 5m lg.        MM";82
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K02669;"Axialrillenkugellager; 51203";86
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04361;"Rillenkugellager; 6003 2RS C3 FT150";86
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K06725;Extruder screw MM;82
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04737;Rubber connector;81
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03890;"Drive unit; 40 / 42 MM";80
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K05202;"Controller MM; Repair";84
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03960;"Nilos-Ring; 6003 Z AV                   MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04137;"Knickschutztülle 9-11; 5200 2020    MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03482;"Senkschraube; DIN 7991, M 4 x  12";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04946;Fan guard, controller  MM;79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03882B;"Schmelzkammer; MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03883;Nozzle 40-6                        MM;79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04808B;Temperature control 230 V / 250W   MM;79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03889;"Heizspirale; 18x125                      MM";80
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03892;"Griffschale - links; Spritzgussteil         MM";81
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04407;"Schweißschuhhalter MM; 32 x 15";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K01017;"Gummischukostecker; Pico UK UKR U5R U7R U8R E5 (A)";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K06761;"Aufkleber; Abkühlzeit Deutsch-Englisch";80
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04457;Schweißschuh MM, 67.01xx, m Halter,  Ø32 x Ø20 x 36 mm unbearb.;79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04318;Heating complete, 230 V / 2300 W;79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K05999;Circlip A   17 x 1;82
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K01540;Lead wire 230 V 3G1,5                  Pico;79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03893;"Griffschale - rechts; Spritzgussteil              MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04259;"Frontfolie Display; für Regler  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K07286;"Halter-Motorlüfter; MM, 30mm";81
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K07287;"Runddichtring; 55  x 3";81
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03421;"Schweißdrahtrollen-Abwickler; Einfach, für 3kg Spule";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04258;"Frontfolie; Tasten für Regler MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K02698;"Distanzring; 17/3           MA/E-25 u. 25-S / MAK-18";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04200;"Warmlufthaube; MM-Xtruder          MAK18S;  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K05258;Werkzeug-Set;79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K05344;"Schweißschuh MM; 67.0107K-32-20-M";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K07311;"Lüftereinheit Antrieb MM; vormontiert";80
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K07314;"Lüftereinheit mit Luftfilter MM; vormontiert";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K07312;"Lüftereinheit Regler MM; vormontiert";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04444;"Regler; Typ H, A-S-18.01, 230V";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K06088;Extruder body MM;79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03906;"Berührschutz, Vorwärmung; Spritzgussteil   MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03114;"Klemmring; MA/E-25 u. 25-S";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04886A;"Kohlebürste UX1; 2412";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K07292;"Axiallüfter; 40 x 40 x 28 MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K07310;"Flachkopfschraube; M4x8 -10.9 TX, GEFU";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04213;"Vorwärmdüse 10 x 4; MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04786;"Schaltgehäuse-Deckel; eloxiert, mN     MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04719;"Schaltgehäuse-Unterteil; Schwarz mit feiner Struktur MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03881;"Antriebsflansch; MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K05924;"Reparatur, Regler; für Gebläse u. Heizung, Typ K";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K07380;Berührschutz, Vorwärmung, MM 2019;79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03887;"Lüftergitter Antrieb; Spritzgussteil    MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K06143;"Extruderkörper; MM, 4mm PP";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K05540;"Einzugshülse V; MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04944;"Kabel vorkonfektioniert; 1² - 29cm, grün/gelb";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04250;"Kabel vorkonfektioniert; 115V 3x1,5mm² 5m lg.        MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04739;"Lüsterklemme; 4,0-6,0²";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04509;"Düse; 30, MA/E-K-18/25, 3mm";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K07360;MMControl 2v5, 230V+110V / 48V;79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K05345;"Schweißschuh MM; 67.0106K-32-20-M";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K07425;Lüfterfilter 40x40 mm;79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K07383;Kabelsatz MM 2019;79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K07315;"Adapterplate; Airfilter MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K07313;"Senkkopfschraube; M4x12 -10.9 TX, ISO 7500-1";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K07368;"Regler f. Extruder; 230 V / 250W MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K05538;"Schneidkopf 18-9; MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";84
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K05538;"Schneidkopf 18-9; MM";K02669;"Axialrillenkugellager; 51203";61
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K05538;"Schneidkopf 18-9; MM";K04361;"Rillenkugellager; 6003 2RS C3 FT150";61
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K05539;"Einzugshülse V; MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";86
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K05539;"Einzugshülse V; MM";K02669;"Axialrillenkugellager; 51203";62
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K05539;"Einzugshülse V; MM";K04361;"Rillenkugellager; 6003 2RS C3 FT150";62
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K05539;"Einzugshülse V; MM";K05202;"Controller MM; Repair";60
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K05539;"Einzugshülse V; MM";K07286;"Halter-Motorlüfter; MM, 30mm";60
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K05539;"Einzugshülse V; MM";K07287;"Runddichtring; 55  x 3";60
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K05539;"Einzugshülse V; MM";K07311;"Lüftereinheit Antrieb MM; vormontiert";60
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04945;"Lüftereinheit Antrieb; vormontiert";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04945;"Lüftereinheit Antrieb; vormontiert";K02669;"Axialrillenkugellager; 51203";60
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04945;"Lüftereinheit Antrieb; vormontiert";K04361;"Rillenkugellager; 6003 2RS C3 FT150";61
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03894;"Axiallüfter; 40 x 40 x 25                MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K06058;"Lüfterabdeckung mit Filter ;  MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K06058;"Lüfterabdeckung mit Filter ;  MM";K02669;"Axialrillenkugellager; 51203";61
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K06058;"Lüfterabdeckung mit Filter ;  MM";K04361;"Rillenkugellager; 6003 2RS C3 FT150";61
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04135;"Kabel vorkonfektioniert; 230V 3x1,5mm² 5m lg.        MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";82
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04135;"Kabel vorkonfektioniert; 230V 3x1,5mm² 5m lg.        MM";K02669;"Axialrillenkugellager; 51203";64
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04135;"Kabel vorkonfektioniert; 230V 3x1,5mm² 5m lg.        MM";K04361;"Rillenkugellager; 6003 2RS C3 FT150";64
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K02669;"Axialrillenkugellager; 51203";K04110;"Geräteschalter MINI; ohne Drehzahlregelung";65
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K02669;"Axialrillenkugellager; 51203";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";86
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K02669;"Axialrillenkugellager; 51203";K05538;"Schneidkopf 18-9; MM";61
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K02669;"Axialrillenkugellager; 51203";K05539;"Einzugshülse V; MM";62
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K02669;"Axialrillenkugellager; 51203";K04945;"Lüftereinheit Antrieb; vormontiert";60
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K02669;"Axialrillenkugellager; 51203";K06058;"Lüfterabdeckung mit Filter ;  MM";61
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K02669;"Axialrillenkugellager; 51203";K04135;"Kabel vorkonfektioniert; 230V 3x1,5mm² 5m lg.        MM";64
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K02669;"Axialrillenkugellager; 51203";K04737;Rubber connector;61
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K02669;"Axialrillenkugellager; 51203";K05202;"Controller MM; Repair";66
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K02669;"Axialrillenkugellager; 51203";K04808B;Temperature control 230 V / 250W   MM;60
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K02669;"Axialrillenkugellager; 51203";K03889;"Heizspirale; 18x125                      MM";61
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K02669;"Axialrillenkugellager; 51203";K03892;"Griffschale - links; Spritzgussteil         MM";63
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K02669;"Axialrillenkugellager; 51203";K06761;"Aufkleber; Abkühlzeit Deutsch-Englisch";61
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K02669;"Axialrillenkugellager; 51203";K04318;Heating complete, 230 V / 2300 W;62
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K02669;"Axialrillenkugellager; 51203";K04259;"Frontfolie Display; für Regler  MM";61
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K02669;"Axialrillenkugellager; 51203";K07286;"Halter-Motorlüfter; MM, 30mm";66
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K02669;"Axialrillenkugellager; 51203";K07287;"Runddichtring; 55  x 3";66
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K02669;"Axialrillenkugellager; 51203";K07311;"Lüftereinheit Antrieb MM; vormontiert";64
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K02669;"Axialrillenkugellager; 51203";K07314;"Lüftereinheit mit Luftfilter MM; vormontiert";60
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04361;"Rillenkugellager; 6003 2RS C3 FT150";K04110;"Geräteschalter MINI; ohne Drehzahlregelung";66
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04361;"Rillenkugellager; 6003 2RS C3 FT150";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";86
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04361;"Rillenkugellager; 6003 2RS C3 FT150";K05538;"Schneidkopf 18-9; MM";61
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04361;"Rillenkugellager; 6003 2RS C3 FT150";K05539;"Einzugshülse V; MM";62
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04361;"Rillenkugellager; 6003 2RS C3 FT150";K04945;"Lüftereinheit Antrieb; vormontiert";61
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04361;"Rillenkugellager; 6003 2RS C3 FT150";K06058;"Lüfterabdeckung mit Filter ;  MM";61
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04361;"Rillenkugellager; 6003 2RS C3 FT150";K04135;"Kabel vorkonfektioniert; 230V 3x1,5mm² 5m lg.        MM";64
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04361;"Rillenkugellager; 6003 2RS C3 FT150";K04737;Rubber connector;61
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04361;"Rillenkugellager; 6003 2RS C3 FT150";K05202;"Controller MM; Repair";66
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04361;"Rillenkugellager; 6003 2RS C3 FT150";K03482;"Senkschraube; DIN 7991, M 4 x  12";60
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04361;"Rillenkugellager; 6003 2RS C3 FT150";K03882B;"Schmelzkammer; MM";60
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04361;"Rillenkugellager; 6003 2RS C3 FT150";K04808B;Temperature control 230 V / 250W   MM;60
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04361;"Rillenkugellager; 6003 2RS C3 FT150";K03889;"Heizspirale; 18x125                      MM";61
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04361;"Rillenkugellager; 6003 2RS C3 FT150";K03892;"Griffschale - links; Spritzgussteil         MM";63
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04361;"Rillenkugellager; 6003 2RS C3 FT150";K01017;"Gummischukostecker; Pico UK UKR U5R U7R U8R E5 (A)";60
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04361;"Rillenkugellager; 6003 2RS C3 FT150";K06761;"Aufkleber; Abkühlzeit Deutsch-Englisch";62
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04361;"Rillenkugellager; 6003 2RS C3 FT150";K04318;Heating complete, 230 V / 2300 W;63
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04361;"Rillenkugellager; 6003 2RS C3 FT150";K05999;Circlip A   17 x 1;60
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04361;"Rillenkugellager; 6003 2RS C3 FT150";K03893;"Griffschale - rechts; Spritzgussteil              MM";60
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04361;"Rillenkugellager; 6003 2RS C3 FT150";K04259;"Frontfolie Display; für Regler  MM";61
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04361;"Rillenkugellager; 6003 2RS C3 FT150";K07286;"Halter-Motorlüfter; MM, 30mm";68
